cases,date
67,2021-11-27
62,2021-11-28
60,2021-11-29
59,2021-11-30
65,2021-12-01
66,2021-12-02
67,2021-12-03
74,2021-12-04
77,2021-12-05
86,2021-12-06
90,2021-12-07
86,2021-12-08
85,2021-12-09
86,2021-12-10
84,2021-12-11
90,2021-12-12
94,2021-12-13
96,2021-12-14
90,2021-12-15
90,2021-12-16
100,2021-12-17
103,2021-12-18
97,2021-12-19
109,2021-12-20
103,2021-12-21
104,2021-12-22
102,2021-12-23
102,2021-12-24
98,2021-12-25
108,2021-12-26
100,2021-12-27
107,2021-12-28
124,2021-12-29
149,2021-12-30
167,2021-12-31
177,2022-01-01
199,2022-01-02
200,2022-01-03
203,2022-01-04
230,2022-01-05
264,2022-01-06
266,2022-01-07
266,2022-01-08
277,2022-01-09
289,2022-01-10
293,2022-01-11
295,2022-01-12
295,2022-01-13
300,2022-01-14
290,2022-01-15
275,2022-01-16
293,2022-01-17
294,2022-01-18
280,2022-01-19
303,2022-01-20
298,2022-01-21
310,2022-01-22
311,2022-01-23
323,2022-01-24
335,2022-01-25
339,2022-01-26
321,2022-01-27
319,2022-01-28
298,2022-01-29
291,2022-01-30
280,2022-01-31
272,2022-02-01
266,2022-02-02
255,2022-02-03
242,2022-02-04
234,2022-02-05
226,2022-02-06
215,2022-02-07
212,2022-02-08
198,2022-02-09
204,2022-02-10
183,2022-02-11
172,2022-02-12
159,2022-02-13
156,2022-02-14
153,2022-02-15
155,2022-02-16
152,2022-02-17
141,2022-02-18
136,2022-02-19
125,2022-02-20
126,2022-02-21
130,2022-02-22
125,2022-02-23
125,2022-02-24
111,2022-02-25
102,2022-02-26
97,2022-02-27
92,2022-02-28
91,2022-03-01
89,2022-03-02
92,2022-03-03
83,2022-03-04
75,2022-03-05
73,2022-03-06
64,2022-03-07
69,2022-03-08
62,2022-03-09
56,2022-03-10
49,2022-03-11
51,2022-03-12
53,2022-03-13
53,2022-03-14
47,2022-03-15
47,2022-03-16
45,2022-03-17
43,2022-03-18
39,2022-03-19
37,2022-03-20
39,2022-03-21
40,2022-03-22
44,2022-03-23
49,2022-03-24
48,2022-03-25
37,2022-03-26
41,2022-03-27
42,2022-03-28
37,2022-03-29
37,2022-03-30
35,2022-03-31
35,2022-04-01
29,2022-04-02
22,2022-04-03
23,2022-04-04
25,2022-04-05
24,2022-04-06
23,2022-04-07
20,2022-04-08
26,2022-04-09
29,2022-04-10
34,2022-04-11
35,2022-04-12
39,2022-04-13
34,2022-04-14
32,2022-04-15
33,2022-04-16
33,2022-04-17
32,2022-04-18
33,2022-04-19
36,2022-04-20
32,2022-04-21
31,2022-04-22
33,2022-04-23
37,2022-04-24
42,2022-04-25
43,2022-04-26
41,2022-04-27
38,2022-04-28
32,2022-04-29
30,2022-04-30
34,2022-05-01
32,2022-05-02
32,2022-05-03
34,2022-05-04
28,2022-05-05
24,2022-05-06
25,2022-05-07
24,2022-05-08
29,2022-05-09
28,2022-05-10
27,2022-05-11
38,2022-05-12
38,2022-05-13
45,2022-05-14
54,2022-05-15
57,2022-05-16
50,2022-05-17
56,2022-05-18
58,2022-05-19
47,2022-05-20
46,2022-05-21
42,2022-05-22
38,2022-05-23
40,2022-05-24
40,2022-05-25
43,2022-05-26
42,2022-05-27
45,2022-05-28
47,2022-05-29
46,2022-05-30
52,2022-05-31
54,2022-06-01
54,2022-06-02
59,2022-06-03
53,2022-06-04
57,2022-06-05
58,2022-06-06
66,2022-06-07
52,2022-06-08
54,2022-06-09
53,2022-06-10
58,2022-06-11
61,2022-06-12
66,2022-06-13
67,2022-06-14
64,2022-06-15
65,2022-06-16
65,2022-06-17
55,2022-06-18
55,2022-06-19
55,2022-06-20
63,2022-06-21
61,2022-06-22
71,2022-06-23
63,2022-06-24
50,2022-06-25
46,2022-06-26
52,2022-06-27
52,2022-06-28
50,2022-06-29
53,2022-06-30
58,2022-07-01
61,2022-07-02
60,2022-07-03
56,2022-07-04
52,2022-07-05
56,2022-07-06
65,2022-07-07
54,2022-07-08
58,2022-07-09
54,2022-07-10
55,2022-07-11
54,2022-07-12
54,2022-07-13
54,2022-07-14
55,2022-07-15
59,2022-07-16
64,2022-07-17
57,2022-07-18
64,2022-07-19
64,2022-07-20
62,2022-07-21
63,2022-07-22
74,2022-07-23
68,2022-07-24
71,2022-07-25
67,2022-07-26
70,2022-07-27
79,2022-07-28
75,2022-07-29
76,2022-07-30
82,2022-07-31
83,2022-08-01
80,2022-08-02
89,2022-08-03
99,2022-08-04
84,2022-08-05
75,2022-08-06
79,2022-08-07
77,2022-08-08
84,2022-08-09
78,2022-08-10
81,2022-08-11
83,2022-08-12
91,2022-08-13
93,2022-08-14
97,2022-08-15
97,2022-08-16
98,2022-08-17
106,2022-08-18
108,2022-08-19
106,2022-08-20
102,2022-08-21
109,2022-08-22
89,2022-08-23
86,2022-08-24
87,2022-08-25
83,2022-08-26
79,2022-08-27
84,2022-08-28
81,2022-08-29
71,2022-08-30
69,2022-08-31
72,2022-09-01
77,2022-09-02
82,2022-09-03
68,2022-09-04
80,2022-09-05
72,2022-09-06
72,2022-09-07
82,2022-09-08
81,2022-09-09
82,2022-09-10
79,2022-09-11
82,2022-09-12
76,2022-09-13
74,2022-09-14
75,2022-09-15
70,2022-09-16
73,2022-09-17
75,2022-09-18
71,2022-09-19
67,2022-09-20
68,2022-09-21
69,2022-09-22
71,2022-09-23
64,2022-09-24
66,2022-09-25
66,2022-09-26
68,2022-09-27
65,2022-09-28
61,2022-09-29
55,2022-09-30
52,2022-10-01
52,2022-10-02
57,2022-10-03
64,2022-10-04
71,2022-10-05
67,2022-10-06
62,2022-10-07
57,2022-10-08
56,2022-10-09
55,2022-10-10
62,2022-10-11
59,2022-10-12
52,2022-10-13
56,2022-10-14
52,2022-10-15
55,2022-10-16
57,2022-10-17
62,2022-10-18
65,2022-10-19
65,2022-10-20
60,2022-10-21
59,2022-10-22
63,2022-10-23
62,2022-10-24
66,2022-10-25
69,2022-10-26
72,2022-10-27
62,2022-10-28
59,2022-10-29
54,2022-10-30
51,2022-10-31
53,2022-11-01
54,2022-11-02
60,2022-11-03
57,2022-11-04
47,2022-11-05
48,2022-11-06
45,2022-11-07
47,2022-11-08
41,2022-11-09
42,2022-11-10
39,2022-11-11
34,2022-11-12
37,2022-11-13
38,2022-11-14
39,2022-11-15
36,2022-11-16
37,2022-11-17
38,2022-11-18
41,2022-11-19
42,2022-11-20
47,2022-11-21
43,2022-11-22
40,2022-11-23
37,2022-11-24
36,2022-11-25
37,2022-11-26
41,2022-11-27
44,2022-11-28
58,2022-11-29
60,2022-11-30
56,2022-12-01
47,2022-12-02
51,2022-12-03
47,2022-12-04
55,2022-12-05
58,2022-12-06
51,2022-12-07
52,2022-12-08
57,2022-12-09
63,2022-12-10
65,2022-12-11
63,2022-12-12
66,2022-12-13
74,2022-12-14
70,2022-12-15
61,2022-12-16
66,2022-12-17
70,2022-12-18
80,2022-12-19
87,2022-12-20
84,2022-12-21
79,2022-12-22
74,2022-12-23
75,2022-12-24
78,2022-12-25
83,2022-12-26
88,2022-12-27
90,2022-12-28
98,2022-12-29
103,2022-12-30
102,2022-12-31
106,2023-01-01
109,2023-01-02
116,2023-01-03
121,2023-01-04
133,2023-01-05
117,2023-01-06
112,2023-01-07
108,2023-01-08
103,2023-01-09
105,2023-01-10
99,2023-01-11
90,2023-01-12
97,2023-01-13
98,2023-01-14
91,2023-01-15
89,2023-01-16
76,2023-01-17
82,2023-01-18
86,2023-01-19
82,2023-01-20
82,2023-01-21
79,2023-01-22
83,2023-01-23
76,2023-01-24
70,2023-01-25
76,2023-01-26
72,2023-01-27
64,2023-01-28
62,2023-01-29
64,2023-01-30
66,2023-01-31
63,2023-02-01
67,2023-02-02
60,2023-02-03
53,2023-02-04
53,2023-02-05
48,2023-02-06
49,2023-02-07
